lng,lat,date,customdate,time,customtime,crime,location,region,province,modus,crimetype,station,moduscode,date_com,datechar
121.042,14.7229,2018-07-20,"Fri - Jul 20, 2018",11:30:00,11:30:AM,Vehicular Traffic Accident,"Santa Monica, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 04 Novaliches,mc00,0000-00-00,Fri - Jul 
121.04,14.7162,2018-07-20,"Fri - Jul 20, 2018",16:30:00,4:30:PM,Vehicular Traffic Accident,"San Bartolome, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 04 Novaliches,mc00,0000-00-00,Fri - Jul 
121.031,14.6882,2018-07-20,"Fri - Jul 20, 2018",16:45:00,4:45:PM,Vehicular Traffic Accident,"Sauyo, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 04 Novaliches,mc00,0000-00-00,Fri - Jul 
121.04,14.7198,2018-07-22,"Sun - Jul 22, 2018",18:15:00,6:15:PM,Vehicular Traffic Accident,"Novaliches Proper, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 04 Novaliches,mc00,0000-00-00,Sun - Jul 
121.035,14.6999,2018-07-24,"Tue - Jul 24, 2018",18:00:00,6:00:PM,Vehicular Traffic Accident,"San Bartolome, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 04 Novaliches,mc00,0000-00-00,Tue - Jul 
121.048,14.6256,2018-07-25,"Wed - Jul 25, 2018",09:00:00,9:00:AM,Vehicular Traffic Accident,"Pinagkaisahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.049,14.6235,2018-07-24,"Tue - Jul 24, 2018",07:00:00,7:00:AM,Vehicular Traffic Accident,"Immaculate Concepcion, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.04,14.7198,2018-07-17,"Tue - Jul 17, 2018",14:00:00,2:00:PM,Vehicular Traffic Accident,"Novaliches Proper, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 04 Novaliches,mc00,0000-00-00,Tue - Jul 
121.026,14.6355,2018-07-23,"Mon - Jul 23, 2018",06:10:00,6:10:AM,Vehicular Traffic Accident,"Paligsahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Mon - Jul 
121.016,14.7203,2018-07-17,"Tue - Jul 17, 2018",22:00:00,10:00:PM,Vehicular Traffic Accident,"Nagkaisang Nayon, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 04 Novaliches,mc00,0000-00-00,Tue - Jul 
121.039,14.7206,2018-07-18,"Wed - Jul 18, 2018",20:00:00,8:00:PM,Vehicular Traffic Accident,"Novaliches Proper, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 04 Novaliches,mc00,0000-00-00,Wed - Jul 
121.048,14.6256,2018-07-24,"Tue - Jul 24, 2018",09:00:00,9:00:AM,Vehicular Traffic Accident,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.046,14.6293,2018-07-24,"Tue - Jul 24, 2018",10:00:00,10:00:AM,Vehicular Traffic Accident,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.035,14.7006,2018-07-17,"Tue - Jul 17, 2018",23:00:00,11:00:PM,Vehicular Traffic Accident,"San Bartolome, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 04 Novaliches,mc00,0000-00-00,Tue - Jul 
121.025,14.6364,2018-07-24,"Tue - Jul 24, 2018",16:45:00,4:45:PM,Vehicular Traffic Accident,"Paligsahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.046,14.6307,2018-07-24,"Tue - Jul 24, 2018",12:30:00,12:30:PM,Vehicular Traffic Accident,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.025,14.6285,2018-07-24,"Tue - Jul 24, 2018",22:40:00,10:40:PM,Vehicular Traffic Accident,"Obrero, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.033,14.6398,2018-07-25,"Wed - Jul 25, 2018",00:00:00,12:00:AM,Vehicular Traffic Accident,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.082,14.6088,2018-07-24,"Tue - Jul 24, 2018",23:30:00,11:30:PM,THEFT,"Bagumbayan, Libis, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 12 Libis,mc28,0000-00-00,Tue - Jul 
121.024,14.7194,2018-07-20,"Fri - Jul 20, 2018",23:45:00,11:45:PM,Vehicular Traffic Accident,"Nagkaisang Nayon, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 04 Novaliches,mc00,0000-00-00,Fri - Jul 
121.042,14.7223,2018-07-21,"Sat - Jul 21, 2018",05:00:00,5:00:AM,Vehicular Traffic Accident,"Santa Monica, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 04 Novaliches,mc00,0000-00-00,Sat - Jul 
121.039,14.7067,2018-07-20,"Fri - Jul 20, 2018",21:00:00,9:00:PM,Vehicular Traffic Accident,"San Bartolome, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 04 Novaliches,mc00,0000-00-00,Fri - Jul 
121.04,14.721,2018-07-21,"Sat - Jul 21, 2018",19:00:00,7:00:PM,Vehicular Traffic Accident,"Novaliches Proper, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 04 Novaliches,mc00,0000-00-00,Sat - Jul 
121.058,14.6142,2018-07-25,"Wed - Jul 25, 2018",00:01:00,12:01:AM,Drug Related Incident (RA 9165),"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 07 Cubao,mc00,0000-00-00,Wed - Jul 
121.059,14.619,2018-07-25,"Wed - Jul 25, 2018",01:45:00,1:45:AM,THEFT,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Salisi,10,Police Station 07 Cubao,mc12,0000-00-00,Wed - Jul 
121.03,14.6566,2018-07-25,"Wed - Jul 25, 2018",12:45:00,12:45:PM,THEFT,"Bagong Pag-Asa, Baler, Quezon City, NCR",130000000,137700000,Shoplifting,10,Police Station 02 Masambong,mc72,0000-00-00,Wed - Jul 
121.05,14.7323,2018-07-25,"Wed - Jul 25, 2018",07:35:00,7:35:AM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Wed - Jul 
121.016,14.6222,2018-07-24,"Tue - Jul 24, 2018",20:30:00,8:30:PM,Drug Related Incident (RA 9165),"Tatalon, Galas, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 11 Galas,mc00,0000-00-00,Tue - Jul 
121.055,14.6442,2018-07-25,"Wed - Jul 25, 2018",14:30:00,2:30:PM,THEFT,"Teachers Village West, Quirino, Quezon City, NCR",130000000,137700000,Qualified Theft,10,Police Station 09 Quirino,mc66,0000-00-00,Wed - Jul 
121.056,14.7335,2018-07-25,"Wed - Jul 25, 2018",11:50:00,11:50:AM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Wed - Jul 
121.056,14.7245,2018-07-25,"Wed - Jul 25, 2018",12:40:00,12:40:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Wed - Jul 
121.069,14.6858,2018-07-25,"Wed - Jul 25, 2018",20:00:00,8:00:PM,Drug Related Incident (RA 9165),"Pasong Tamo, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Wed - Jul 
121.003,14.6238,2018-07-25,"Wed - Jul 25, 2018",19:19:00,7:19:PM,ROBBERY,"Lourdes, La Loma, Quezon City, NCR",130000000,137700000,Taxi Hold-Up W/ Gun,8,Police Station 01 La Loma,mc56,0000-00-00,Wed - Jul 
121.06,14.5922,2018-07-25,"Wed - Jul 25, 2018",17:40:00,5:40:PM,THEFT,"Ugong Norte, Libis, Quezon City, NCR",130000000,137700000,Shoplifting,10,Police Station 12 Libis,mc72,0000-00-00,Wed - Jul 
121.084,14.6782,2018-07-25,"Wed - Jul 25, 2018",15:40:00,3:40:PM,THEFT,"Batasan Hills, Batasan, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 06 Batasan,mc28,0000-00-00,Wed - Jul 
121.02,14.6333,2018-07-26,"Thu - Jul 26, 2018",01:30:00,1:30:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,"Paligsahan, Kamuning, Quezon City, NCR",130000000,137700000,Swpu (Stolen While Parked),366,Police Station 10 Kamuning,mc86,0000-00-00,Thu - Jul 
121.079,14.6077,2018-07-26,"Thu - Jul 26, 2018",00:41:00,12:41:AM,Drug Related Incident (RA 9165),"Bagumbayan, Libis, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 12 Libis,mc00,0000-00-00,Thu - Jul 
121.071,14.6665,2018-07-25,"Wed - Jul 25, 2018",17:00:00,5:00:PM,THEFT,"Old Balara, Batasan, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 06 Batasan,mc28,0000-00-00,Wed - Jul 
121.052,14.6389,2018-07-26,"Thu - Jul 26, 2018",01:50:00,1:50:AM,Drug Related Incident (RA 9165),"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 10 Kamuning,mc00,0000-00-00,Thu - Jul 
121.097,14.6708,2018-07-25,"Wed - Jul 25, 2018",21:00:00,9:00:PM,THEFT,"Batasan Hills, Batasan, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 06 Batasan,mc28,0000-00-00,Wed - Jul 
121.109,14.7125,2018-07-25,"Wed - Jul 25, 2018",23:10:00,11:10:PM,Drug Related Incident (RA 9165),"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Wed - Jul 
121.108,14.6998,2018-07-25,"Wed - Jul 25, 2018",01:45:00,1:45:AM,PHYSICAL INJURIES,"Bagong Silangan, Batasan, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 06 Batasan,mc92,0000-00-00,Wed - Jul 
121.019,14.6328,2018-07-24,"Tue - Jul 24, 2018",19:00:00,7:00:PM,Drug Related Incident (RA 9165),"Santa Cruz, Baler, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 02 Masambong,mc00,0000-00-00,Tue - Jul 
121.029,14.6742,2018-07-24,"Tue - Jul 24, 2018",19:30:00,7:30:PM,PHYSICAL INJURIES,"Tandang Sora, Talipapa, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 03 Talipapa,mc92,0000-00-00,Tue - Jul 
121.02,14.6717,2018-07-26,"Thu - Jul 26, 2018",12:28:00,12:28:PM,RAPE (Art. 266-A RC & R.A.8353),"Sangandaan, Talipapa, Quezon City, NCR",130000000,137700000,Fetishism/Object Rape,7,Police Station 03 Talipapa,mc19,0000-00-00,Thu - Jul 
121.054,14.6507,2018-07-26,"Thu - Jul 26, 2018",19:30:00,7:30:PM,Drug Related Incident (RA 9165),"Old Capitol Site, Quirino, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 09 Quirino,mc00,0000-00-00,Thu - Jul 
121.026,14.6593,2018-07-25,"Wed - Jul 25, 2018",20:20:00,8:20:PM,THEFT,"Ramon Magsaysay, Baler, Quezon City, NCR",130000000,137700000,Salisi (Others),10,Police Station 02 Masambong,mc69,0000-00-00,Wed - Jul 
121.062,14.7413,2018-07-26,"Thu - Jul 26, 2018",01:30:00,1:30:AM,Drug Related Incident (RA 9165),"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 05 Fairview,mc00,0000-00-00,Thu - Jul 
121.063,14.7087,2018-07-26,"Thu - Jul 26, 2018",01:40:00,1:40:AM,ROBBERY,"North Fairview, Fairview, Quezon City, NCR",130000000,137700000,Baklas Bubong/Dingding,8,Police Station 05 Fairview,mc50,0000-00-00,Thu - Jul 
121.071,14.6208,2018-07-27,"Fri - Jul 27, 2018",01:10:00,1:10:AM,Drug Related Incident (RA 9165),"Bagumbuhay, Project 4, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 08 Project 4,mc00,0000-00-00,Fri - Jul 
121.011,14.6555,2018-07-24,"Tue - Jul 24, 2018",08:00:00,8:00:AM,THEFT,"Apolonio Samson, La Loma, Quezon City, NCR",130000000,137700000,Qualified Theft,10,Police Station 01 La Loma,mc66,0000-00-00,Tue - Jul 
121.006,14.6285,2018-07-26,"Thu - Jul 26, 2018",18:00:00,6:00:PM,ROBBERY,"Santo Domingo (Matalahib), La Loma, Quezon City, NCR",130000000,137700000,Hold-Up W/ Sharp Object,8,Police Station 01 La Loma,mc55,0000-00-00,Thu - Jul 
121.001,14.6397,2018-07-27,"Fri - Jul 27, 2018",04:00:00,4:00:AM,Drug Related Incident (RA 9165),"Manresa, La Loma, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 01 La Loma,mc00,0000-00-00,Fri - Jul 
120.999,14.6509,2018-07-26,"Thu - Jul 26, 2018",04:30:00,4:30:AM,ROBBERY,"Balingasa, La Loma, Quezon City, NCR",130000000,137700000,Extortion,8,Police Station 01 La Loma,mc96,0000-00-00,Thu - Jul 
121.036,14.6113,2018-07-27,"Fri - Jul 27, 2018",05:30:00,5:30:AM,THEFT,"Valencia, Cubao, Quezon City, NCR",130000000,137700000,Salisi,10,Police Station 07 Cubao,mc12,0000-00-00,Fri - Jul 
121.079,14.6066,2018-07-27,"Fri - Jul 27, 2018",00:30:00,12:30:AM,ROBBERY,"Bagumbayan, Libis, Quezon City, NCR",130000000,137700000,Snatching,8,Police Station 12 Libis,mc98,0000-00-00,Fri - Jul 
121.096,14.7091,2018-07-26,"Thu - Jul 26, 2018",22:00:00,10:00:PM,Drug Related Incident (RA 9165),"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Thu - Jul 
121.05,14.6216,2018-07-26,"Thu - Jul 26, 2018",23:30:00,11:30:PM,Drug Related Incident (RA 9165),"Immaculate Concepcion, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 10 Kamuning,mc00,0000-00-00,Thu - Jul 
121.045,14.632,2018-07-27,"Fri - Jul 27, 2018",01:15:00,1:15:AM,ROBBERY,"Sacred Heart, Kamuning, Quezon City, NCR",130000000,137700000,Hold Up,8,Police Station 10 Kamuning,mc8,0000-00-00,Fri - Jul 
121.096,14.7038,2018-07-26,"Thu - Jul 26, 2018",22:10:00,10:10:PM,Drug Related Incident (RA 9165),"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Thu - Jul 
121.096,14.7024,2018-07-27,"Fri - Jul 27, 2018",01:30:00,1:30:AM,Drug Related Incident (RA 9165),"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Fri - Jul 
121.081,14.6921,2018-07-27,"Fri - Jul 27, 2018",01:30:00,1:30:AM,ROBBERY,"Holy Spirit, Batasan, Quezon City, NCR",130000000,137700000,Snatching,8,Police Station 06 Batasan,mc98,0000-00-00,Fri - Jul 
121.07,14.7068,2018-07-27,"Fri - Jul 27, 2018",01:00:00,1:00:AM,PHYSICAL INJURIES,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Hitting With Hard Object,6,Police Station 05 Fairview,mc18,0000-00-00,Fri - Jul 
121.035,14.7172,2018-07-27,"Fri - Jul 27, 2018",13:40:00,1:40:PM,PHYSICAL INJURIES,"Novaliches Proper, Novaliches, Quezon City, NCR",130000000,137700000,Shooting,6,Police Station 04 Novaliches,mc93,0000-00-00,Fri - Jul 
121.08,14.7052,2018-07-26,"Thu - Jul 26, 2018",17:15:00,5:15:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Thu - Jul 
121.002,14.663,2018-07-17,"Tue - Jul 17, 2018",21:00:00,9:00:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,"Balong Bato, Talipapa, Quezon City, NCR",130000000,137700000,Swpu (Stolen While Parked),366,Police Station 03 Talipapa,mc86,0000-00-00,Tue - Jul 
121.068,14.6936,2018-07-26,"Thu - Jul 26, 2018",06:30:00,6:30:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Swpu (Stolen While Parked),366,Police Station 05 Fairview,mc86,0000-00-00,Thu - Jul 
121.049,14.6245,2018-07-14,"Sat - Jul 14, 2018",04:00:00,4:00:AM,THEFT,"E. Rodriguez, Cubao, Quezon City, NCR",130000000,137700000,Salisi,10,Police Station 07 Cubao,mc12,0000-00-00,Sat - Jul 
121.055,14.6161,2018-07-27,"Fri - Jul 27, 2018",11:00:00,11:00:AM,ROBBERY,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Akyat Bahay,8,Police Station 07 Cubao,mc49,0000-00-00,Fri - Jul 
121.029,14.7167,2018-07-27,"Fri - Jul 27, 2018",16:31:00,4:31:PM,Drug Related Incident (RA 9165),"Capri, Novaliches, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 04 Novaliches,mc00,0000-00-00,Fri - Jul 
121.096,14.686,2018-07-27,"Fri - Jul 27, 2018",16:45:00,4:45:PM,THEFT,"Batasan Hills, Batasan, Quezon City, NCR",130000000,137700000,Qualified Theft,10,Police Station 06 Batasan,mc66,0000-00-00,Fri - Jul 
121.03,14.6577,2018-07-27,"Fri - Jul 27, 2018",12:50:00,12:50:PM,THEFT,"Bagong Pag-Asa, Baler, Quezon City, NCR",130000000,137700000,Salisi,10,Police Station 02 Masambong,mc12,0000-00-00,Fri - Jul 
121.079,14.6819,2018-07-27,"Fri - Jul 27, 2018",07:00:00,7:00:AM,THEFT,"Holy Spirit, Batasan, Quezon City, NCR",130000000,137700000,Qualified Theft,10,Police Station 06 Batasan,mc66,0000-00-00,Fri - Jul 
121.021,14.6323,2018-07-27,"Fri - Jul 27, 2018",20:45:00,8:45:PM,Drug Related Incident (RA 9165),"Paligsahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.041,14.6459,2018-07-27,"Fri - Jul 27, 2018",20:35:00,8:35:PM,Drug Related Incident (RA 9165),"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 10 Kamuning,mc00,0000-00-00,Fri - Jul 
121.063,14.7407,2018-07-27,"Fri - Jul 27, 2018",23:00:00,11:00:PM,Drug Related Incident (RA 9165),"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 05 Fairview,mc00,0000-00-00,Fri - Jul 
121.066,14.6214,2018-07-28,"Sat - Jul 28, 2018",00:10:00,12:10:AM,Drug Related Incident (RA 9165),"Tagumpay, Project 4, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 08 Project 4,mc00,0000-00-00,Sat - Jul 
121.058,14.7357,2018-07-28,"Sat - Jul 28, 2018",03:00:00,3:00:AM,PHYSICAL INJURIES,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 05 Fairview,mc92,0000-00-00,Sat - Jul 
121.064,14.7093,2018-07-27,"Fri - Jul 27, 2018",05:21:00,5:21:AM,Vehicular Traffic Accident,"North Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Fri - Jul 
121.072,14.7077,2018-07-27,"Fri - Jul 27, 2018",12:00:00,12:00:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Fri - Jul 
121.068,14.6226,2018-07-27,"Fri - Jul 27, 2018",23:00:00,11:00:PM,Drug Related Incident (RA 9165),"Marilag, Project 4, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 08 Project 4,mc00,0000-00-00,Fri - Jul 
121.045,14.6329,2018-07-24,"Tue - Jul 24, 2018",23:15:00,11:15:PM,Vehicular Traffic Accident,"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.05,14.6486,2018-07-25,"Wed - Jul 25, 2018",19:00:00,7:00:PM,Vehicular Traffic Accident,"Central, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.047,14.6358,2018-07-26,"Thu - Jul 26, 2018",15:20:00,3:20:PM,Vehicular Traffic Accident,"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Thu - Jul 
121.045,14.6331,2018-07-26,"Thu - Jul 26, 2018",09:25:00,9:25:AM,Vehicular Traffic Accident,"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Thu - Jul 
121.06,14.6478,2018-07-26,"Thu - Jul 26, 2018",23:00:00,11:00:PM,Drug Related Incident (RA 9165),"U.P. Campus, Quirino, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 09 Quirino,mc00,0000-00-00,Thu - Jul 
121.038,14.6509,2018-07-28,"Sat - Jul 28, 2018",17:30:00,5:30:PM,Drug Related Incident (RA 9165),"Bagong Pag-Asa, Baler, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 02 Masambong,mc00,0000-00-00,Sat - Jul 
121.014,14.6692,2018-07-27,"Fri - Jul 27, 2018",23:47:00,11:47:PM,Drug Related Incident (RA 9165),"Baesa, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Fri - Jul 
121.016,14.6626,2018-07-27,"Fri - Jul 27, 2018",23:30:00,11:30:PM,Drug Related Incident (RA 9165),"Bahay Toro, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Fri - Jul 
121.013,14.6725,2018-07-28,"Sat - Jul 28, 2018",01:30:00,1:30:AM,Drug Related Incident (RA 9165),"Baesa, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Sat - Jul 
121.001,14.6587,2018-07-28,"Sat - Jul 28, 2018",13:00:00,1:00:PM,Drug Related Incident (RA 9165),"Unang Sigaw, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Sat - Jul 
121.006,14.6676,2018-07-28,"Sat - Jul 28, 2018",14:00:00,2:00:PM,Drug Related Incident (RA 9165),"Baesa, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Sat - Jul 
121.05,14.6762,2018-07-28,"Sat - Jul 28, 2018",03:00:00,3:00:AM,Drug Related Incident (RA 9165),"Pasong Tamo, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Sat - Jul 
121.018,14.6183,2018-07-26,"Thu - Jul 26, 2018",16:00:00,4:00:PM,RAPE (Art. 266-A RC & R.A.8353),"Doña Imelda, Galas, Quezon City, NCR",130000000,137700000,"Force, Threat and Intimidation",7,Police Station 11 Galas,mc19,0000-00-00,Thu - Jul 
121.038,14.6236,2018-07-28,"Sat - Jul 28, 2018",00:40:00,12:40:AM,ROBBERY,"Mariana, Galas, Quezon City, NCR",130000000,137700000,Akyat Bahay,8,Police Station 11 Galas,mc49,0000-00-00,Sat - Jul 
121.018,14.6086,2018-07-28,"Sat - Jul 28, 2018",04:20:00,4:20:AM,Drug Related Incident (RA 9165),"Doña Imelda, Galas, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 11 Galas,mc00,0000-00-00,Sat - Jul 
121.052,14.6225,2018-07-28,"Sat - Jul 28, 2018",12:20:00,12:20:PM,THEFT,"E. Rodriguez, Cubao, Quezon City, NCR",130000000,137700000,Shoplifting,10,Police Station 07 Cubao,mc72,0000-00-00,Sat - Jul 
121.055,14.6195,2018-07-27,"Fri - Jul 27, 2018",21:00:00,9:00:PM,THEFT,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Shoplifting,10,Police Station 07 Cubao,mc72,0000-00-00,Fri - Jul 
121.052,14.6235,2018-07-28,"Sat - Jul 28, 2018",02:40:00,2:40:AM,Drug Related Incident (RA 9165),"E. Rodriguez, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 07 Cubao,mc00,0000-00-00,Sat - Jul 
121.059,14.7364,2018-07-28,"Sat - Jul 28, 2018",10:26:00,10:26:AM,THEFT,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 05 Fairview,mc28,0000-00-00,Sat - Jul 
121.09,14.6856,2018-07-28,"Sat - Jul 28, 2018",02:00:00,2:00:AM,PHYSICAL INJURIES,"Batasan Hills, Batasan, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 06 Batasan,mc92,0000-00-00,Sat - Jul 
121.1,14.7161,2018-07-28,"Sat - Jul 28, 2018",04:00:00,4:00:AM,ROBBERY,"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Akyat Bahay,8,Police Station 06 Batasan,mc49,0000-00-00,Sat - Jul 
121.093,14.7008,2018-07-28,"Sat - Jul 28, 2018",12:05:00,12:05:PM,Drug Related Incident (RA 9165),"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Sat - Jul 
121.074,14.671,2018-07-28,"Sat - Jul 28, 2018",14:40:00,2:40:PM,Drug Related Incident (RA 9165),"Old Balara, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Sat - Jul 
121.068,14.6227,2018-07-28,"Sat - Jul 28, 2018",20:45:00,8:45:PM,Drug Related Incident (RA 9165),"Marilag, Project 4, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 08 Project 4,mc00,0000-00-00,Sat - Jul 
121.077,14.6062,2018-07-28,"Sat - Jul 28, 2018",20:30:00,8:30:PM,THEFT,"Bagumbayan, Libis, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 12 Libis,mc28,0000-00-00,Sat - Jul 
121.069,14.7089,2018-07-28,"Sat - Jul 28, 2018",07:20:00,7:20:AM,PHYSICAL INJURIES,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 05 Fairview,mc92,0000-00-00,Sat - Jul 
